category_id,category_key,entity,expense_type,category_label,is_uncategorised,transaction_rows,transaction_value
400,4041f3262b8ebbced5a4ce3f772c1453e4406ce85385f1656b260bb7ce9d8f3f,Bristol City Council,R&M - Departmental response (Internal),Bristol City Council — R&M - Departmental response (Internal),false,174,471660.28
444,46e534e10bba72079579464a45dca8d1b4af6dc767f0bd2babbe6b27e7adfc47,City of York Council,Relocation Expenses,City of York Council — Relocation Expenses,false,2,5897.45
476,4d567052a61d839484db3148e93a8b3edda91601d6b13d120189fb71441a6f3d,City of York Council,External Temporary Staff,City of York Council — External Temporary Staff,false,1085,2781021.23
812,7f8e45e9f15fc85c1c63239900719632a849a8dd4b848cb56eb9859a6e2f1e71,Department for Transport,Conferences / Exhibitions / Events,Department for Transport — Conferences / Exhibitions / Events,false,1,33088.32
836,83b2a405a5cf9ec555a6fde5b371246f84a866ee9929aaebc84242842770a273,Department for Transport,Other Government Entities,Department for Transport — Other Government Entities,false,6,746562.98
859,87d6530dd681cb43bf66211ffc8a5a37d96c34c07af1624c57b4134358dcb786,HM Revenue and Customs,Outhousing seized goods,HM Revenue and Customs — Outhousing seized goods,false,11,3748468.75
873,8912e596ee992edc4796aa1463bb5f584f6a876e12f11e6f1cd980a46a01fc22,Department for Transport,Publicity,Department for Transport — Publicity,false,68,7721109.5
920,900974742e949192b456e122447cd228cdefb2dd2e6e03fb6eb30d3ef2e2c29f,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - Management fee,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - Management fee,false,60,27656040.06
986,9e07058a2b96343ce4eeb86711f8172813b1ddc102d375510aa5def05a6227e8,Department for Transport,Income Accruals,Department for Transport — Income Accruals,false,1,25000
1028,a40ed06a89758a83550bd4028f0ddf79f3e97daa642a6507db5962904034aabd,Department for Transport,Conferences/Seminars,Department for Transport — Conferences/Seminars,false,4,266999.83
1094,acdab1feffdac9a44bf2d9f6ca97c7162c15b07098ed926dc16f87889fcb5b3a,Department for Transport,Services provided by OGDs,Department for Transport — Services provided by OGDs,false,2,954178.77
1182,bb260ed7bf07354693d49d554eb531bf3e2e04428410ebd31cfb2233c9439d27,City of York Council,Repairs and Maintenance (Roads and Fwys),City of York Council — Repairs and Maintenance (Roads and Fwys),false,1084,1796668.51
1193,bd96493fde99946acb8323628eb8a2a29a458f9cc56ebb3ca5cec86569318e46,Manchester City Council,Counsel Costs,Manchester City Council — Counsel Costs,false,1060,1653981.8
1280,c9b75d5407a9d4b6786ff87eb0859a779d3f0ec9364e0cff38c98d9c07c7e4fd,Department for Transport,Audit Fee,Department for Transport — Audit Fee,false,2,55941.75
1356,d5fefb9132852400328c127ad7d435bd86903ef8dad5ca4510d5100b23207ea1,HM Revenue and Customs,Radio Vehicle Instal,HM Revenue and Customs — Radio Vehicle Instal,false,1,28278.01
1386,daf9f391dc9c3e00febd51c25f98196fad972f47443359324290680413fe65a6,Manchester City Council,Non Housing Rent Receipts,Manchester City Council — Non Housing Rent Receipts,false,11,375080.28
1503,ec7d6326cc751efd1552aa6c53c08eb78ab3a7c1a407bc0efbd2ec2cec56c1ea,Bristol City Council,Spare Parts,Bristol City Council — Spare Parts,false,49,486215.99
23,04d3c8661c1b8794a743f7b6415da535b3c236a1e34a516dab57b600ceca953f,City of York Council,IT Consumables,City of York Council — IT Consumables,false,19,4526.35
33,06eff0e13cc80283c571c7c7239d3a86d60ab4817e3f08ebe3645e02789e3a13,Department for Transport,RESEARCH,Department for Transport — RESEARCH,false,13,901994.5
122,1486594656f98ff7ff3519b189fc5949db6d71cc9c8da5ca15605ae480649927,Bristol City Council,Government Grants Within AEF,Bristol City Council — Government Grants Within AEF,false,2,92425
123,14a4303a85999fa3970df5818a11381123d32e885e1ecd165631a9aa7cea1b2f,Department for Transport,Non-CPO L&P Payments HS2,Department for Transport — Non-CPO L&P Payments HS2,false,8,465638.02
163,1bb3bfa10fd4775817d7198f309b96b7ca00e572140b4b0a2062034e6960c4a7,City of York Council,Member Travel and Subsistence,City of York Council — Member Travel and Subsistence,false,3,350
251,293657edff17cd02e03f904a3f70da6a5dddbc8107569cd49e793ae785304d11,City of York Council,Regulation and Inspection Charges,City of York Council — Regulation and Inspection Charges,false,10,23729.21
294,302622e8fcb7456d0615eff156b2ea16863a8055928d1d92e55b2a4bd94af816,Department for Transport,Cap Grt Pub Corp,Department for Transport — Cap Grt Pub Corp,false,2,2505649
326,341b83d8ca8c0be2da66176bd7aea5cef998b703a8e877811268e3a74eaf6e5e,Department for Transport,RM - Electricity costs,Department for Transport — RM - Electricity costs,false,84,60752432.46
364,39e2571c69ac6ba8c6211c730c10eaf13b620423d98159f6232c5912816556d9,Manchester City Council,Council Dwelling Fees,Manchester City Council — Council Dwelling Fees,false,227,2577633
365,39fce46d85e9311be750c31045cb1a66b23428a3c4070baa16da6a2ec18bfad2,Department for Transport,Lands Costs,Department for Transport — Lands Costs,false,33,7706698.19
461,4a70e459966e57df0bda68836b2741013271090dd66b4d8939fb01bf19b3d7c8,Department for Transport,GAS,Department for Transport — GAS,false,8,346137.68
632,6686ded1373eb1f4c5ea5af93df4396733921bc007da12b896bf26ce3b9395c6,Manchester City Council,Goods purchased for resale in Council outlets,Manchester City Council — Goods purchased for resale in Council outlets,false,267,425611.24
682,6bc044409f0248a4963a4fec43968024e9bec93b1f45bfe208e320b4e3c4171c,Manchester City Council,First Home Grant,Manchester City Council — First Home Grant,false,88,59832.48
787,7bae236fa1e9f5fbf857f10b075487ea5bed299a47753fc995cb824d70a32123,Department for Transport,Exhibitions,Department for Transport — Exhibitions,false,2,95512
798,7ca0450fdb364f2323a2070c7314f86af35ee0e8bf9f4e46835fe77b195074a7,Bristol City Council,Materials,Bristol City Council — Materials,false,1022,8092414.56
805,7e7d3cb2a479266675595294c92df84291d4a765075d957bf5345cbf65a25e0a,Department for Transport,CARS  MINOR DAMAGE REPAIRS,Department for Transport — CARS  MINOR DAMAGE REPAIRS,false,1,163973.02
839,8474a9677b07000e3782bf50803f1f95ab06a789055d3ea133a68259a354929b,HM Revenue and Customs,PROJECT Mandays Supp,HM Revenue and Customs — PROJECT Mandays Supp,false,5344,614757310.35
940,949732e21cbdca44dddf68e3b05fa79d46f3ada98d63bd40ff8dfae84b64e15b,Bristol City Council,Lease Cars - Lease Charges,Bristol City Council — Lease Cars - Lease Charges,false,38,243614.69
962,99ae70cac959b7a583583299ca39ebb8a7bb3eba686b375006cd8524364962a1,Bristol City Council,TPP - Payments to Local Authorities,Bristol City Council — TPP - Payments to Local Authorities,false,686,8930466.08
983,9d905ab8556e74a4989df4358a9e57ff533694131db970b68056f086924c32cd,Department for Transport,CHINA SALES TAX,Department for Transport — CHINA SALES TAX,false,1,25487.58
995,9f0dc3065437298eeaf7484755a8fe9d03e769e765457740f7cf9c57d901566a,HM Revenue and Customs,Off mach strge accs,HM Revenue and Customs — Off mach strge accs,false,1,47604
1073,aa31bbc0af76f8660d5b8a2e436a2cf29e36a677f7a93573a246dd0765c593db,HM Revenue and Customs,Property services,HM Revenue and Customs — Property services,false,11,891299.53
1081,ab9b44b0f3db389d902c39841b3bc73f5e2be11c289f33e6736a83f1a328ffcc,HM Revenue and Customs,Vehicle leasing,HM Revenue and Customs — Vehicle leasing,false,6,381574.3
1137,b4ac49a57ba0af686bfd5e5bdbbd5c22259bcfcbca0e46db885135ce6ff3096f,City of York Council,Kerbside Recycling Disposal,City of York Council — Kerbside Recycling Disposal,false,26,1455423.3
1253,c5f14540c121d2400029570a96f37d6197240bf562359d1688c14d03df2d71dc,Ministry of Justice,EXP - PERMANENT UK STAFF - BASIC SALARY - STAFF RECHARGE - COST,Ministry of Justice — EXP - PERMANENT UK STAFF - BASIC SALARY - STAFF RECHARGE - COST,false,16,1170406.92
1372,d8e6ff678207dd812e9367dd51630324a06c1c6b709a31edfa592eae45c33e91,Manchester City Council,ClothsUniformLaundry,Manchester City Council — ClothsUniformLaundry,false,76,62289.52
1442,e435aad08d51b48d1a4d0aa57a2f1560ec9907e18daceef9f0e55d920b653fe4,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - SECURITY,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - SECURITY,false,38,5297663.5
1456,e5f9612abe49adb67b2a0634746ee7be15ff3fb08dd7ae376366f5836fbec84a,City of York Council,Gifts,City of York Council — Gifts,false,2,858.34
1513,ee51aa62100c349926c596adaf569948c187b9a0d2ee205be7bb6e143a998c8e,Manchester City Council,Public Transport,Manchester City Council — Public Transport,false,135,613678.38
1549,f3a0ff22ddf5577b0cf1db6d6acce55f4a0da63460de977ba7537a6a7ca04cce,Department for Transport,Auc / Non Infrastructure,Department for Transport — Auc / Non Infrastructure,false,1,119961.6
10,01b693e478531386791cee24c79402ff56574c91f370e618753c003cf599b52a,City of York Council,Other Agencies,City of York Council — Other Agencies,false,1506,16792795.46
20,043c1099997ed84d9d96eb9e9d123f80eefa9f857bced99e4ac748dfe1357506,Manchester City Council,Contribution to PATROL,Manchester City Council — Contribution to PATROL,false,5,36105.6
173,1d18674bbbace02fd32782584b3725d94483a3d0b97f2888e52b3fc6f06fa302,Department for Transport,TESTING/TRAINING - MOTORCYCLE,Department for Transport — TESTING/TRAINING - MOTORCYCLE,false,1,74021.26
319,332b8d236e30fac00d98027e27925fc07f24114df07e469b401419fdcce85613,Manchester City Council,Internal Repairs and Maintenance for buildings,Manchester City Council — Internal Repairs and Maintenance for buildings,false,78,5115422.79
330,34908a5e5a4743029ef118c12f92d357b028ec8ad949b48b1252dc72ca80c878,HM Revenue and Customs,Insolvency Services,HM Revenue and Customs — Insolvency Services,false,38,3983645
379,3bcaf40494276f2b1719aafbc849632c501061f9d991b0015253556530dd2835,Department for Transport,TELECOM EQUIPMENT,Department for Transport — TELECOM EQUIPMENT,false,1,56270.7
426,442695cff53973c0876d512ee38050f713f2f5fe0dc08f697681fff5a3357315,Department for Transport,Air Fares,Department for Transport — Air Fares,false,1,31438.01
464,4acfb930280d114937b16b176be420f89c4d54402114ba5b2b8c90ab093bdb11,Department for Transport,Property Service Charge & Rent,Department for Transport — Property Service Charge & Rent,false,1,26524.22
495,5017f1bf4c68d2908294836a23a6ccaf61d6f4dd0439e2291768e67878fbaa71,Bristol City Council,Computing - Internet,Bristol City Council — Computing - Internet,false,34,55085.52
512,529dba71fd25956149f7384e1f8cb5fe0388f08c4c00577a677a6837332834c4,City of York Council,Court Administration Costs,City of York Council — Court Administration Costs,false,66,298625.55
548,5824a573214cbf0273e888682227599e2df7f06be399b542000bad2a9eda6834,Ministry of Justice,EXP - CURRENT GRANTS TO CENTRAL GOVERNMENT,Ministry of Justice — EXP - CURRENT GRANTS TO CENTRAL GOVERNMENT,false,14,989180.33
562,5a29a6a0a5beb92bd3a228117322ea69edb0dea7be1d08bc291ab0f83b7ecaf3,Department for Transport,IA - Information Technology - Cost - Additions,Department for Transport — IA - Information Technology - Cost - Additions,false,5,609326.64
618,63c4fe5c293c6265c98062d6447d2e73884f31bff819873fc9633c994182dbf3,HM Revenue and Customs,Non-EU supply - Irr,HM Revenue and Customs — Non-EU supply - Irr,false,2,198920
790,7be356180e98425ec530e5e3a42f76997b7695245dd4bca3936dfc325b8e8d0a,Department for Transport,Vehicle Maint & Servicing,Department for Transport — Vehicle Maint & Servicing,false,15,8785626.79
881,8a7a378263e3289cff9be2f6e2636c7b8170e919bb2dd6e985c53f9ecf22027c,Department for Transport,Car Parking Fees,Department for Transport — Car Parking Fees,false,3,248744.4
929,91dc2f0c058be8efef870fe4855c09af60a5d26a2bb1129ee4996b8eac9bd4c0,Bristol City Council,Debt Management,Bristol City Council — Debt Management,false,16,66469.94
948,9761cbdd461a3c4f96417cc76ef7eab6c11d3bb9c6b61661579cea83afcc00c8,HM Revenue and Customs,OHS,HM Revenue and Customs — OHS,false,29,3628052.75
1045,a5aed53dbd1c007bfdb9d8d62391811f2ea69f68976c5e9386016f07c9dab653,HM Revenue and Customs,Desktop computers,HM Revenue and Customs — Desktop computers,false,2,257940
1103,aee6b6d3f276af5ca5e5687914c4dfeb0a788a91c8906ff1c4bdc8c8ae8b3192,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE - Laptops,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE - Laptops,false,9,3957682.77
1105,af6921383ab85c10da1e73519de5f59a5cc75b832be3c9ab323a3eeff0623c6b,Bristol City Council,Publications,Bristol City Council — Publications,false,1,2238.36
1165,b844c7119edb0dd3e13ee931a080fdd3320372ef7ef60da005c54072b69079bf,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - other than legal,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - other than legal,false,20,6654329.6
1245,c50f7a8ca51310989820cdfe910d5fa73148fb189d061b105a0f56bcf81103f5,City of York Council,Staff Taxi Travel,City of York Council — Staff Taxi Travel,false,6,4045.89
1292,cc2e42feba5899e9b1186b0b611f912ecba7cbee38f772378cc7145c81541bb2,Department for Transport,Equip Purch - Police  (Noncap),Department for Transport — Equip Purch - Police  (Noncap),false,4,122304
1298,cd74e0d93966a9bbbce52ea773b49038d5e1a9c3e6626c127db8ff53865c2404,Department for Transport,CP - Fuel,Department for Transport — CP - Fuel,false,8,243932.87
1346,d4a5d25fcbc7f662c532e6d4b8c86087c84f10b44fd542499d343097c4309b49,Manchester City Council,Supporting People Payments,Manchester City Council — Supporting People Payments,false,227,2700194.87
1421,e11cf8c57d36875b473a72d6225e43c167e4aa19a632992dfbb8bf48fb996afe,Manchester City Council,InsPrem all risk,Manchester City Council — InsPrem all risk,false,1,131380.13
1439,e3f0369e98695d97cd1617242d0a4ebf7d34066f15572cf7327e709996e5753b,City of York Council,Staff Hotel Costs,City of York Council — Staff Hotel Costs,false,33,41041.04
1509,ed68c5d44f40f752ec08763417d865decd18b54e3c788f92b8fc430be4224a23,Department for Transport,IT / Outsource,Department for Transport — IT / Outsource,false,10,532913.31
1565,f5c5ff8586b2dd34c3cda01bfe5d8af6a6a9f26d055896153e82846c317f85ce,HM Revenue and Customs,IT Software Licenses and Support,HM Revenue and Customs — IT Software Licenses and Support,false,116,62828275.37
1567,f5e8e27f78b2b32fc4a85a9b5c913c2ce646065212712d7e2c7af8375612e73e,City of York Council,Fuel,City of York Council — Fuel,false,190,1356181.56
1580,f76f605a246c8c593008f5cdf63fae2a1343896359e03a97d7bc9e7d23dd9c86,Department for Transport,Legal Consultancy,Department for Transport — Legal Consultancy,false,164,10964534.23
1588,f8ad1d8e61620e34ee3fb83b832551b63ea3b5fc801bf5b9f1fc088f13095253,Manchester City Council,Service recharges,Manchester City Council — Service recharges,false,4,75404.87
1591,f9454312bd4259bd3fdbc2c43a7f85709283916c2b6a3a3aed24f1dec4d60070,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Press Cuttings Service,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Press Cuttings Service,false,1,34788
1614,fc41ccff83d1b0ea93191bdd58cc568f776bdf28948f75510a64b642dd593a7a,Manchester City Council,Library Materials Acquisition,Manchester City Council — Library Materials Acquisition,false,175,358976.24
19,040e0217736b74581598d5d311949d13e985bc869b6621c81908dbbb4869ae48,HM Revenue and Customs,Building mngment,HM Revenue and Customs — Building mngment,false,8,410901.76
52,09d426f9f643d8919ec460cc4911a613a41b48d1247ad9c488d66ecb7d210bf4,Manchester City Council,Temp Care- Resident,Manchester City Council — Temp Care- Resident,false,601,2379528.81
81,0da3558416ae3658f4855a0b8a10e8c5ea0711930cad9f3398a8efa8994ed327,HM Revenue and Customs,Business Continuity & Disaster Recovery,HM Revenue and Customs — Business Continuity & Disaster Recovery,false,12,568382.98
87,0e8af365be6c4ee9b9283689f0453bcac1d1744ca5d67da34834ab52faaa2d78,HM Revenue and Customs,Govt inf services,HM Revenue and Customs — Govt inf services,false,1,52450.8
135,16f337bd989591581711adf2338c10f17536fe249306ba5ab43722bbf714c347,City of York Council,Street Lighting,City of York Council — Street Lighting,false,107,983730.18
178,1dea3d728a76a3d41664b9a432cefca29d1bce08f07025c58025bb2f9cade5ef,HM Revenue and Customs,Soft Licen Integral,HM Revenue and Customs — Soft Licen Integral,false,85,47399169.74
209,21a0e4061bca63df95322d1f6b85d2450e497f72894bfdd8f0155218aeb5dbf8,Department for Transport,Non-CPO L&P Payments,Department for Transport — Non-CPO L&P Payments,false,3,500214.37
301,307248509bc5262a572d9799a0b62ada1642a51e8267c92d6761c2ddd57b813d,Bristol City Council,TPP - Other,Bristol City Council — TPP - Other,false,691,42350221.58
331,34bee7d3cc421cb0288d07058e992fd831e0e47d87039f583e8ff8df5dd61e16,Department for Transport,THEORT TEST VARIABLE CHARGE,Department for Transport — THEORT TEST VARIABLE CHARGE,false,4,4260637.56
360,3935c1d94f77876eddfda7698c9d204af08e41dc771e844a3b8a64981dbac453,Department for Transport,Court Costs/Warrants,Department for Transport — Court Costs/Warrants,false,3,299706.5
442,469150ce82f7352ac7da8aa0d9f668bce2e85f02e068ee7d1c5c6f65cbde562d,Department for Transport,Transport user research,Department for Transport — Transport user research,false,26,1463032.4
537,55d4cdac33618e8acd77e07c7c4ec04306017deae7abb921d299e07cfdb636f2,Manchester City Council,CAMC/Not assigned,Manchester City Council — CAMC/Not assigned,false,55,108962.48
